State	LogProb	m[0][0]	m[0][1]	m[0][2]	m[1][0]	m[1][1]	m[1][2]	m[2][0]	m[2][1]	m[2][2]	
4611000	-53103.8	0.996633	0.00142971	0.00193687	0.00540181	0.974036	0.0205627	0.0128023	0.0163742	0.970824	
4612000	-53088.6	0.996224	0.00174776	0.00202839	0.0207659	0.959824	0.0194097	0.0426958	0.0391416	0.918163	
4613000	-53106.6	0.992984	0.00339617	0.00361944	0.0221104	0.975638	0.00225181	0.00576218	0.000950743	0.993287	
4614000	-53102.1	0.9856	0.00114251	0.0132571	0.00631152	0.9785	0.0151885	0.00065599	0.0787605	0.920583	
4615000	-53121.4	0.992788	0.00286711	0.00434514	0.00211309	0.991171	0.00671635	0.0263858	0.0612738	0.91234	
4616000	-53147.8	0.978826	0.0160719	0.00510255	0.00392911	0.965661	0.0304104	0.01835	0.0148211	0.966829	
4617000	-53120.4	0.968217	0.00525364	0.0265295	0.000464457	0.996453	0.00308236	0.1036	0.00201824	0.894382	
4618000	-53097.1	0.981598	8.31151e-05	0.0183185	0.00345557	0.981261	0.0152836	0.0635665	0.0633988	0.873035	
4619000	-53094.1	0.978804	0.00712629	0.0140695	0.00715089	0.97801	0.0148393	0.028896	0.00658686	0.964517	
4620000	-53104.1	0.975599	0.0015648	0.0228361	0.0122557	0.98574	0.00200401	0.0165393	0.0272808	0.95618	
4621000	-53077	0.996895	0.000500932	0.00260389	0.0218034	0.959711	0.0184852	0.0121486	0.0674884	0.920363	
4622000	-53065	0.996813	0.00143138	0.00175535	0.000256729	0.993041	0.00670177	0.0371347	0.00450149	0.958364	
4623000	-53066.6	0.99022	0.00560708	0.00417315	0.0011886	0.981597	0.0172144	0.0114337	0.05533	0.933236	
4624000	-53116.1	0.986776	0.00224827	0.0109753	0.000595184	0.963276	0.0361288	0.0313112	0.085992	0.882697	
4625000	-53112.8	0.987233	0.00379099	0.00897601	0.00695045	0.985154	0.00789543	0.0461416	0.0236819	0.930177	
4626000	-53075.2	0.970411	0.0180083	0.0115803	0.000651553	0.998827	0.000520972	0.00399037	0.00386413	0.992145	
4627000	-53087.4	0.993691	0.0034124	0.00289691	0.0116804	0.985778	0.00254187	0.00523993	0.0225156	0.972244	
4628000	-53097	0.993795	0.000275205	0.00592993	0.0184501	0.968131	0.013419	0.0187092	0.0042509	0.97704	
4629000	-53097.4	0.987732	0.00481566	0.00745261	0.00130039	0.990427	0.00827213	0.0218799	0.0216455	0.956475	
4630000	-53109.9	0.976481	0.000912675	0.0226068	0.00252671	0.986892	0.0105818	0.0303097	0.00776742	0.961923	
4631000	-53099.4	0.982103	0.00470408	0.0131925	0.0111066	0.981774	0.00711982	0.012646	0.0482962	0.939058	
4632000	-53125.4	0.98744	0.0109982	0.00156168	0.0124917	0.986958	0.00055068	0.010347	0.0873658	0.902287	
4633000	-53113.9	0.95995	0.0316058	0.00844382	0.0105996	0.988933	0.000467292	0.00946975	0.0249053	0.965625	
4634000	-53078.9	0.991492	0.00530844	0.00319952	0.00631521	0.973235	0.0204498	0.0305409	0.00347842	0.965981	
4635000	-53088.8	0.97425	0.00515248	0.0205972	0.0292237	0.945681	0.0250951	0.0227159	0.000412995	0.976871	
4636000	-53047.4	0.994252	0.00312446	0.00262337	0.00131299	0.996807	0.00188007	0.0425347	0.00338926	0.954076	
4637000	-53080.2	0.981671	0.00431582	0.0140133	0.0114324	0.977605	0.010963	0.0126303	0.0427265	0.944643	
4638000	-53064.5	0.995986	0.00368223	0.00033194	0.00286929	0.988692	0.00843877	0.0603018	0.0135597	0.926138	
4639000	-53030.2	0.991847	0.00496082	0.00319185	0.0121437	0.980319	0.00753751	0.00322112	0.0674432	0.929336	
4640000	-53065	0.971421	0.0164342	0.0121445	0.00311108	0.984631	0.0122578	0.0432737	0.0038099	0.952916	
4641000	-53060	0.963117	0.0365833	0.000299513	0.000313624	0.992825	0.00686121	0.0281717	0.0742539	0.897574	
4642000	-53083.4	0.978685	0.0104811	0.0108344	0.000219659	0.993943	0.00583727	0.00915499	0.00489507	0.98595	
4643000	-53074.5	0.990582	0.00867525	0.000742421	0.0174636	0.98222	0.000316752	0.0280345	0.00914028	0.962825	
4644000	-53098.6	0.993921	0.00290008	0.00317898	0.014603	0.983552	0.00184501	0.00109685	0.0439812	0.954922	
4645000	-53080.3	0.997755	0.000112481	0.00213275	0.000941649	0.986833	0.0122258	0.0315211	0.0111868	0.957292	
4646000	-53081.6	0.995187	0.00343258	0.00138003	0.0117866	0.984149	0.00406399	0.0167071	0.0387547	0.944538	
4647000	-53067.9	0.967041	0.00408682	0.0288717	0.00441115	0.993653	0.00193581	0.0374895	0.0214623	0.941048	
4648000	-53078.9	0.978979	0.00653455	0.0144865	0.00398283	0.986089	0.00992854	0.0284693	0.129484	0.842046	
4649000	-53060.5	0.989458	0.00867646	0.00186595	0.00517492	0.99204	0.0027848	0.00691432	0.0272503	0.965835	
4650000	-53051	0.987051	0.00236298	0.0105859	0.006112	0.983603	0.0102847	0.0333374	0.0577915	0.908871	
4651000	-53051.5	0.980964	0.00417318	0.0148629	0.00862349	0.979018	0.0123581	0.0205199	0.113355	0.866125	
4652000	-53068.6	0.984308	0.009923	0.00576928	0.0136006	0.979079	0.00732026	0.0199098	0.0102225	0.969868	
4653000	-53052.7	0.984653	0.0149502	0.000396348	0.0138205	0.985673	0.000506442	0.132379	0.0156106	0.85201	
4654000	-53027.7	0.993357	0.00134691	0.00529619	0.00368582	0.986448	0.00986625	0.0124689	0.00656367	0.980967	
4655000	-53035.4	0.990861	0.00039058	0.00874839	0.00697484	0.990903	0.00212193	0.00101456	0.00914991	0.989836	
4656000	-53006.1	0.981088	0.00895267	0.00995883	0.0145494	0.985009	0.000441924	0.0127938	0.0041457	0.983061	
4657000	-53055.1	0.98562	0.000718064	0.0136624	0.0383338	0.960425	0.00124162	0.00590421	0.0220685	0.972027	
4658000	-53072.9	0.966826	0.0283196	0.00485455	0.0226958	0.97001	0.00729422	0.0135604	0.0076469	0.978793	
4659000	-53060.7	0.991597	0.00489529	0.00350779	0.000827395	0.99571	0.00346282	0.0246669	0.103107	0.872226	
4660000	-53048.6	0.97843	0.0077797	0.0137899	0.00719556	0.992234	0.000570656	0.0604368	0.00640559	0.933158	
4661000	-53041.9	0.967289	0.0204519	0.0122588	0.00601925	0.973188	0.0207925	0.0075147	0.024328	0.968157	
4662000	-53054.1	0.992729	0.00668638	0.000584763	0.0240233	0.968536	0.00744049	0.0189472	0.0798218	0.901231	
4663000	-53088.6	0.957453	0.0242317	0.018315	0.00403627	0.984719	0.0112444	0.0713822	0.0715145	0.857103	
4664000	-53077.6	0.979104	0.0165049	0.00439062	0.00269312	0.988106	0.00920065	0.0897457	0.00550458	0.90475	
4665000	-53072.7	0.991479	0.00829375	0.000227592	0.0119603	0.982023	0.00601662	0.0153215	0.112008	0.87267	
4666000	-53086.5	0.995614	0.00161389	0.00277174	0.00514937	0.99256	0.00229051	0.0512806	0.010142	0.938577	
4667000	-53078	0.975484	0.0169216	0.00759482	0.0067954	0.94526	0.0479443	0.0226723	0.0514394	0.925888	
4668000	-53080.5	0.967101	0.00170374	0.0311949	0.00979756	0.973026	0.0171766	0.035089	0.0110726	0.953838	
4669000	-53048.2	0.990542	0.00350229	0.00595591	0.00595118	0.993141	0.000907837	0.0432406	0.0267317	0.930028	
4670000	-53053	0.982427	0.00417141	0.0134014	0.00892317	0.987534	0.003543	0.0455239	0.00270794	0.951768	
4671000	-53094.8	0.996055	0.00119365	0.00275087	0.0159312	0.975331	0.00873773	0.0163858	0.0161585	0.967456	
4672000	-53082.6	0.990297	0.00956287	0.00013995	0.0106009	0.981622	0.00777757	0.0202763	0.0201941	0.95953	
4673000	-53077.5	0.977887	0.00337145	0.0187411	0.0181552	0.980179	0.00166562	0.012847	0.0372009	0.949952	
4674000	-53123.1	0.988809	0.00893464	0.00225594	0.00899216	0.97627	0.0147381	0.0540746	0.0438926	0.902033	
4675000	-53115.5	0.960817	0.00110781	0.0380757	0.00142771	0.991251	0.00732135	0.027424	0.0351167	0.937459	
4676000	-53126	0.972853	0.0190833	0.00806353	0.00791376	0.982386	0.00970035	0.00104246	0.0326111	0.966346	
4677000	-53131.6	0.979284	0.000100347	0.0206154	0.00930631	0.979015	0.0116788	0.0237708	0.016498	0.959731	
4678000	-53161.9	0.989502	0.00396543	0.00653232	0.00433628	0.977976	0.0176873	0.0446251	0.0421327	0.913242	
4679000	-53127.6	0.991285	0.00154005	0.00717464	0.00723619	0.991946	0.000817463	0.0405659	0.108139	0.851295	
4680000	-53108.3	0.992396	0.0060994	0.00150448	0.0246719	0.970685	0.00464332	0.00991215	0.102129	0.887959	
4681000	-53096.1	0.970845	0.01537	0.0137854	0.00672734	0.991417	0.00185555	0.0510741	0.0304356	0.91849	
4682000	-53082	0.987616	0.0038581	0.00852548	0.00240621	0.992183	0.00541052	0.00636607	0.0530105	0.940623	
4683000	-53081.9	0.99192	0.00476267	0.00331729	0.000534185	0.996202	0.00326409	0.0196227	0.0985963	0.881781	
4684000	-53085.8	0.982452	0.00157264	0.0159753	0.000494875	0.997323	0.00218174	0.0106271	0.00258922	0.986784	
4685000	-53076.4	0.970946	0.00453349	0.0245204	0.00728199	0.99188	0.000837669	0.00500909	0.000612014	0.994379	
4686000	-53074.5	0.992103	0.00757695	0.000319699	0.000162044	0.985369	0.0144692	0.0183189	0.0516588	0.930022	
4687000	-53094.5	0.985783	0.00024031	0.0139765	0.0180479	0.979223	0.002729	0.0157837	0.00976928	0.974447	
4688000	-53160.7	0.979582	0.0185857	0.00183221	0.0261351	0.952042	0.0218225	0.0252613	0.023852	0.950887	
4689000	-53127.6	0.987084	0.00267051	0.0102452	0.00125772	0.993926	0.00481601	0.0267471	0.0556334	0.91762	
4690000	-53112.5	0.993972	0.00395192	0.00207578	0.000267146	0.995466	0.00426656	0.00604833	0.00393267	0.990019	
4691000	-53128.1	0.973958	0.00379677	0.0222448	0.00812892	0.969065	0.0228062	0.0620734	0.0179607	0.919966	
4692000	-53131.1	0.995183	0.00400387	0.00081318	0.00710453	0.989911	0.00298469	0.0538299	6.77002e-05	0.946102	
4693000	-53162.8	0.991429	0.00586433	0.00270683	0.00552707	0.985278	0.00919504	0.0734168	0.000225501	0.926358	
4694000	-53164.6	0.975428	0.0149119	0.0096603	0.00767058	0.976432	0.0158975	0.0619112	0.00996971	0.928119	
4695000	-53193.2	0.991571	0.000975648	0.0074531	0.00803464	0.968025	0.02394	9.93078e-05	0.0279124	0.971988	
4696000	-53213	0.991124	0.00368022	0.00519528	0.00844343	0.971709	0.0198478	0.0558818	0.0216286	0.92249	
4697000	-53191.7	0.977685	0.00405289	0.0182617	0.00178953	0.993911	0.00429905	0.0145053	0.0555285	0.929966	
4698000	-53160.2	0.984383	0.00921038	0.00640623	0.0149012	0.968737	0.016362	0.0121322	0.00971008	0.978158	
4699000	-53156	0.982418	0.0136315	0.00395095	0.00624052	0.990465	0.00329468	0.0310755	0.0102932	0.958631	
4700000	-53200.9	0.980269	0.000978263	0.0187524	0.00317433	0.963588	0.0332374	0.019611	0.0677971	0.912592	
4701000	-53173.9	0.992964	0.00666136	0.000374849	0.00667522	0.984766	0.00855883	0.0147606	0.0149409	0.970298	
4702000	-53170.8	0.9758	0.00498168	0.0192186	0.00285207	0.99301	0.00413755	0.0992397	0.0155253	0.885235	
4703000	-53127.9	0.990495	0.00357973	0.00592569	0.0249636	0.973636	0.0014002	0.0398053	0.0188953	0.941299	
4704000	-53141.6	0.984699	0.000939553	0.0143611	0.0015398	0.993872	0.00458835	0.0694468	0.00236538	0.928188	
4705000	-53116.3	0.976503	0.0211487	0.00234812	0.00131231	0.980614	0.0180741	0.016102	0.000400189	0.983498	
4706000	-53097.3	0.992428	0.0052242	0.00234822	0.0249451	0.973184	0.00187071	0.0328737	0.0336912	0.933435	
4707000	-53069.1	0.993697	0.0057241	0.000579186	0.00107668	0.996924	0.00199948	0.00895039	0.00355943	0.98749	
4708000	-53074.9	0.985574	0.00439709	0.0100292	0.00632749	0.986186	0.00748679	0.00265676	0.0408041	0.956539	
4709000	-53070.2	0.966613	0.0169642	0.0164228	0.00112989	0.990547	0.00832263	0.016346	0.0242044	0.95945	
4710000	-53082.3	0.984109	0.0127307	0.00316046	0.00529175	0.989909	0.00479942	0.00220827	0.00690596	0.990886	
4711000	-53037.2	0.979353	0.00150464	0.0191427	0.00916578	0.987378	0.00345615	0.0586114	0.0364232	0.904965	
4712000	-53036.1	0.98226	0.0100727	0.00766692	0.000410686	0.994418	0.00517119	0.00758686	0.0136585	0.978755	
4713000	-53061.2	0.967937	0.016421	0.0156415	0.000153549	0.975808	0.0240385	0.017954	0.00681386	0.975232	
4714000	-53063.9	0.992963	0.00387734	0.00316013	0.00530729	0.992518	0.00217471	0.0302384	0.000642806	0.969119	
4715000	-53050.4	0.975923	0.0033916	0.0206852	0.020634	0.978159	0.00120657	0.0261897	0.0576943	0.916116	
4716000	-53099.4	0.994789	0.000175828	0.00503539	0.00708707	0.983375	0.00953792	0.03034	0.0501126	0.919547	
4717000	-53105.9	0.964643	0.00210129	0.0332556	0.00476084	0.970748	0.0244911	0.0425434	0.058193	0.899264	
4718000	-53111.2	0.981164	0.0188321	4.40174e-06	0.020026	0.971445	0.00852894	0.0167568	0.0126846	0.970559	
4719000	-53077.8	0.991505	0.0076019	0.000892736	0.00939016	0.987388	0.00322227	0.0723405	0.0127745	0.914885	
4720000	-53070.1	0.967051	0.0238466	0.00910277	0.00104481	0.989495	0.0094604	0.00685335	0.0473764	0.94577	
4721000	-53078.4	0.973692	0.00784612	0.0184615	0.0185611	0.97749	0.00394918	0.0267634	0.0338038	0.939433	
4722000	-53042.9	0.983903	0.0101114	0.00598596	0.00827516	0.983608	0.00811688	0.0773837	0.00863399	0.913982	
4723000	-53051	0.996462	0.00347121	6.65873e-05	0.00150013	0.992292	0.00620741	0.0684303	0.0381901	0.89338	
4724000	-53076.3	0.993661	0.00130633	0.00503299	0.00312015	0.996774	0.000106247	0.0084059	0.0474557	0.944138	
4725000	-53079.8	0.995661	0.00321074	0.00112868	0.00331488	0.991376	0.00530905	0.0261758	0.0526276	0.921197	
4726000	-53074.1	0.995936	0.00388259	0.000181451	0.0287465	0.971224	3.00404e-05	0.092592	0.0186193	0.888789	
4727000	-53053	0.997498	0.00109952	0.00140288	0.000431564	0.997777	0.00179111	0.0271964	0.00774401	0.96506	
4728000	-53055.8	0.974875	0.0241487	0.000975873	0.00224091	0.997446	0.000313218	0.0180746	0.0465694	0.935356	
4729000	-53050.7	0.98272	0.00796963	0.00931081	0.00634069	0.989682	0.00397741	0.0164341	0.0174361	0.96613	
4730000	-53036.9	0.989211	0.00759555	0.00319314	0.0106271	0.986	0.0033729	0.0450602	0.0103949	0.944545	
4731000	-53061.7	0.996632	0.00311579	0.000252471	0.00399845	0.994555	0.00144674	0.0109022	0.0699095	0.919188	
4732000	-53085	0.982234	0.0155179	0.00224834	0.0186196	0.973258	0.00812211	0.00266594	0.00400731	0.993327	
4733000	-53066.9	0.994467	0.00132714	0.004206	0.00906533	0.987877	0.0030575	0.0194714	0.0586784	0.92185	
4734000	-53098.1	0.992566	0.00624216	0.00119177	0.00582206	0.982146	0.0120323	0.00678097	0.0601737	0.933045	
4735000	-53082.4	0.988305	0.00858126	0.00311409	0.00316889	0.993069	0.00376176	0.0682895	0.0787153	0.852995	
4736000	-53073.5	0.966902	0.0231769	0.00992116	0.0119159	0.977553	0.0105311	0.00258121	0.0778746	0.919544	
4737000	-53065.7	0.983252	0.00674672	0.0100016	0.0105318	0.97962	0.00984853	0.00971431	0.00740285	0.982883	
4738000	-53075	0.982711	0.0116143	0.00567517	0.00405853	0.990678	0.00526312	0.0905156	0.00387786	0.905607	
4739000	-53106.2	0.988207	0.00233989	0.00945275	0.00073994	0.98636	0.0129005	0.0166955	0.0269377	0.956367	
4740000	-53083.2	0.983951	0.00726368	0.00878549	0.0189626	0.976037	0.00500015	0.00364892	0.0194673	0.976884	
4741000	-53098.1	0.983266	0.00459756	0.0121364	0.0155135	0.983497	0.000989828	0.0272643	0.0434938	0.929242	
4742000	-53089.8	0.969026	0.0126368	0.0183373	0.00664474	0.977337	0.0160178	0.00380299	0.0237505	0.972447	
4743000	-53062.7	0.962684	0.0297233	0.00759283	0.0157816	0.982476	0.00174265	0.0178779	0.114501	0.867621	
4744000	-53013.2	0.990457	0.00229001	0.00725255	0.000773567	0.9987	0.000526474	0.0277625	0.0585029	0.913735	
4745000	-53049.7	0.988415	0.00440928	0.00717594	0.016248	0.98289	0.000861699	0.0048399	0.0016467	0.993513	
4746000	-53042.3	0.970351	0.0128641	0.0167852	0.00891212	0.988555	0.00253316	0.0986024	0.0398743	0.861523	
4747000	-53049.7	0.984519	0.0103609	0.00511971	0.0155959	0.950609	0.0337952	0.00353589	0.00848271	0.987981	
4748000	-53017.1	0.989348	0.00933973	0.00131261	0.00180876	0.994163	0.00402816	0.00199362	0.0301903	0.967816	
4749000	-53046.2	0.998442	0.000449663	0.00110817	0.0162091	0.969779	0.0140122	0.0287015	0.044937	0.926361	
4750000	-53040.9	0.999293	0.00064009	6.71098e-05	0.0167258	0.981764	0.00151022	0.00903204	0.00799744	0.982971	
4751000	-53107.1	0.967319	0.0248428	0.00783835	0.00310077	0.978587	0.0183119	0.123396	0.0461053	0.830499	
4752000	-53078.8	0.978406	0.0128672	0.0087267	0.00921008	0.987458	0.00333168	0.00848809	0.00442747	0.987084	
4753000	-53079.1	0.977522	0.000933204	0.0215447	0.013965	0.977773	0.00826164	0.0501433	0.0105327	0.939324	
4754000	-53091.4	0.976866	0.00523392	0.0178996	0.00278903	0.984899	0.0123122	0.0269734	0.0318164	0.94121	
4755000	-53084	0.981932	0.00369618	0.0143719	0.00792119	0.992033	4.58975e-05	0.0514384	0.0117713	0.93679	
4756000	-53055.9	0.992055	0.00238524	0.00555943	0.00336249	0.975247	0.0213902	0.0205147	0.0317056	0.94778	
4757000	-53018.7	0.987878	0.0101559	0.001966	0.0053641	0.983047	0.0115889	0.0251275	0.0265651	0.948307	
4758000	-53059.4	0.99113	0.00519439	0.00367559	0.014232	0.981239	0.0045287	0.0036624	0.0290055	0.967332	
4759000	-53103	0.987205	0.0120924	0.000702283	0.0226898	0.971393	0.00591734	0.014679	0.00113524	0.984186	
4760000	-53099.5	0.995827	0.00337901	0.000793521	0.00265203	0.993917	0.00343124	0.0331364	0.0296123	0.937251	
4761000	-53085.9	0.987735	0.00792203	0.00434331	0.00045764	0.992152	0.00739032	0.000842184	0.0343117	0.964846	
4762000	-53095.3	0.994803	0.0044162	0.000780886	0.00908618	0.988497	0.00241639	0.0397211	0.0258282	0.934451	
4763000	-53051.5	0.982359	0.00926615	0.00837498	0.00269696	0.99593	0.00137328	0.00658328	0.0267148	0.966702	
4764000	-53067.1	0.954232	0.0199961	0.0257724	0.0202383	0.966628	0.0131341	0.00783365	0.0219183	0.970248	
4765000	-53066.1	0.986145	0.000716517	0.0131383	1.87608e-05	0.975347	0.0246337	0.0984416	0.00656471	0.894994	
4766000	-53055.7	0.97047	0.0132852	0.0162451	0.00944812	0.976494	0.0140579	0.0169694	0.0254862	0.957544	
4767000	-53011.7	0.99717	0.00153499	0.00129482	0.00357979	0.995763	0.000656743	0.000868809	0.00747252	0.991659	
4768000	-53074.2	0.995214	0.000865257	0.00392027	0.00442141	0.993301	0.00227788	0.0073018	0.0269552	0.965743	
4769000	-53079.2	0.993219	0.00633712	0.000443627	0.00305107	0.988298	0.00865061	0.00810816	0.0115371	0.980355	
4770000	-53068.6	0.98953	0.00228128	0.00818921	0.014584	0.984548	0.000867574	0.0616296	0.0271356	0.911235	
4771000	-53062.1	0.996004	0.000833848	0.00316262	0.00167815	0.997549	0.000773116	0.082295	0.0338472	0.883858	
4772000	-53090.7	0.998007	0.000907795	0.00108529	0.0046358	0.985311	0.0100536	0.0204494	0.0108926	0.968658	
4773000	-53133	0.979803	0.00540127	0.0147959	0.00596754	0.985495	0.00853742	0.00616173	0.029226	0.964612	
4774000	-53081.5	0.980164	0.00611571	0.01372	0.00244218	0.989262	0.00829567	0.0211067	0.0233687	0.955525	
4775000	-53104.3	0.988387	0.0087793	0.00283335	0.0052828	0.97517	0.0195469	0.0223518	0.00107839	0.97657	
4776000	-53109.6	0.977592	0.0143627	0.0080453	0.0221179	0.977169	0.000712704	0.038724	0.00134255	0.959933	
4777000	-53070	0.985748	0.005316	0.00893591	0.012154	0.984417	0.00342878	0.00241996	0.0205784	0.977002	
4778000	-53111.6	0.914659	0.00157182	0.0837693	0.00129538	0.986254	0.0124502	0.0321259	0.0364542	0.93142	
4779000	-53121.5	0.97997	0.0195401	0.000489933	0.00287036	0.980409	0.0167203	0.0564324	0.0109515	0.932616	
4780000	-53105.5	0.989086	0.00989554	0.00101801	0.0229725	0.965496	0.0115318	0.0255567	0.0951246	0.879319	
4781000	-53086.6	0.987905	0.00667744	0.00541733	0.0167783	0.981064	0.00215813	0.0513511	0.0461315	0.902517	
4782000	-53082.6	0.970688	0.0253526	0.00395987	0.00326896	0.994362	0.00236901	0.01086	0.0296375	0.959503	
4783000	-53061.5	0.977338	0.0066549	0.0160071	0.00678173	0.989502	0.00371654	0.0248014	0.0703553	0.904843	
4784000	-53062.3	0.996927	0.00139235	0.00168095	0.00857952	0.983167	0.00825362	0.0164555	0.0600796	0.923465	
4785000	-53071.6	0.965495	0.0119598	0.022545	0.00181771	0.983625	0.0145576	0.0390703	0.0393526	0.921577	
4786000	-53085	0.967912	0.00723316	0.0248552	0.0186212	0.979457	0.00192181	0.0158696	0.000396074	0.983734	
4787000	-53075.8	0.990025	0.00701786	0.00295741	0.00592866	0.971594	0.0224771	0.0422685	0.0254237	0.932308	
4788000	-53064	0.96872	0.00980817	0.0214714	0.00225741	0.99641	0.00133211	0.00386196	0.00594191	0.990196	
4789000	-53078.3	0.999646	0.000339791	1.4197e-05	0.00116386	0.996242	0.00259398	0.0338394	0.0381526	0.928008	
4790000	-53106.6	0.987832	0.00752859	0.00463899	0.00500677	0.994746	0.00024696	0.0132205	0.013971	0.972809	
4791000	-53094.9	0.98046	0.00492077	0.0146196	0.0150236	0.982716	0.00226037	0.00587301	0.0444461	0.949681	
4792000	-53114.2	0.99333	0.00566639	0.00100322	0.00105219	0.992628	0.00632018	0.00205144	0.0108541	0.987094	
4793000	-53107.5	0.991277	0.00193027	0.00679311	0.0135486	0.986163	0.000288007	0.08623	0.024832	0.888938	
4794000	-53126.1	0.972114	0.0237836	0.00410229	0.0182898	0.977678	0.00403232	0.00628275	0.031695	0.962022	
4795000	-53123.8	0.971141	0.0272511	0.0016082	0.0106414	0.981518	0.00784031	0.00606327	0.0143076	0.979629	
4796000	-53085.8	0.980118	0.00305832	0.0168239	0.00388384	0.992701	0.00341541	0.0555517	0.0174766	0.926972	
4797000	-53073.1	0.998924	0.000642425	0.000433291	0.0129403	0.984626	0.00243351	0.00204685	0.00878333	0.98917	
4798000	-53084.8	0.966513	0.01157	0.021917	0.0185276	0.972644	0.00882816	0.0788152	0.00741322	0.913772	
4799000	-53082.2	0.962619	0.00763541	0.0297451	0.00734841	0.990895	0.00175642	0.00270073	0.00856546	0.988734	
4800000	-53054	0.992579	0.00103843	0.00638264	0.0144969	0.984285	0.00121842	0.0161662	0.0147907	0.969043	
4801000	-53084.2	0.983098	0.0160579	0.000844195	0.0178873	0.969232	0.0128806	0.0202253	0.0317796	0.947995	
4802000	-53092.9	0.988455	0.00963505	0.00191008	0.00722132	0.990683	0.00209578	0.0245937	0.0851246	0.890282	
4803000	-53128.7	0.979454	0.00603521	0.0145105	0.0111425	0.98143	0.00742764	0.0905038	0.0553522	0.854144	
4804000	-53098.9	0.970673	0.0136855	0.0156419	0.0064487	0.980439	0.0131125	0.00147898	0.0266913	0.97183	
4805000	-53122.2	0.9681	0.00095648	0.0309434	0.00382302	0.991449	0.00472826	0.00568813	0.0447508	0.949561	
4806000	-53129.9	0.971187	0.0107115	0.018101	0.0395346	0.95647	0.00399558	0.0171628	0.0280896	0.954748	
4807000	-53092.9	0.974031	0.0156129	0.0103562	0.0161801	0.981022	0.00279799	0.0251294	0.0548403	0.92003	
4808000	-53097.5	0.989826	0.00337461	0.00679984	0.00818528	0.991055	0.000759484	0.0285407	0.0103044	0.961155	
4809000	-53108.9	0.977688	0.0193143	0.00299758	0.0049803	0.985089	0.00993051	0.00291025	0.00861712	0.988473	
4810000	-53092.4	0.989328	0.00965715	0.00101437	0.00599292	0.991005	0.0030016	0.0600554	0.0140268	0.925918	
4811000	-53117	0.99372	0.00626574	1.44462e-05	0.011407	0.987808	0.00078535	0.0717378	0.00845971	0.919803	
4812000	-53112.2	0.981358	0.00500891	0.0136329	0.0393415	0.951196	0.00946255	0.0399633	0.0344667	0.92557	
4813000	-53095.2	0.988326	0.00162545	0.0100485	0.00543472	0.993293	0.0012719	0.0293354	0.0139659	0.956699	
4814000	-53093.1	0.991209	0.00719759	0.00159362	0.0030102	0.989266	0.00772338	0.0647038	0.00245368	0.932842	
4815000	-53135.6	0.965877	0.00174414	0.0323785	0.0360549	0.963875	7.04818e-05	0.166615	0.00112373	0.832261	
4816000	-53134.1	0.970778	0.0191966	0.0100259	0.00516174	0.992284	0.00255463	0.0975274	0.0122806	0.890192	
4817000	-53095.6	0.986387	0.00836137	0.00525142	0.00363092	0.991874	0.00449543	0.0591476	0.00448912	0.936363	
4818000	-53082.6	0.99103	0.000735213	0.00823477	0.0358883	0.960624	0.00348718	0.0341848	0.00130582	0.964509	
4819000	-53079.8	0.995383	0.00316002	0.00145651	0.0214447	0.950939	0.0276167	0.0218089	0.00210305	0.976088	
4820000	-53070.4	0.990286	0.000308509	0.00940544	0.00130624	0.98748	0.0112139	0.0396133	0.0685928	0.891794	
4821000	-53057.3	0.94734	0.0460762	0.00658399	0.00332687	0.991228	0.00544503	0.00500562	0.0430257	0.951969	
4822000	-53051.7	0.981562	0.00906501	0.00937324	0.0141974	0.9728	0.0130025	0.0519089	0.00057633	0.947515	
4823000	-53072.4	0.989459	0.00204517	0.00849582	0.0106308	0.987936	0.00143296	0.0153294	0.0171202	0.96755	
4824000	-53102.8	0.97454	0.0146436	0.0108166	0.00764291	0.987025	0.00533163	0.0161706	0.00245454	0.981375	
4825000	-53083.3	0.998925	0.000475497	0.000599767	0.00687623	0.986186	0.00693772	0.00170385	0.0270008	0.971295	
4826000	-53118.5	0.966225	0.0148084	0.0189666	0.0027019	0.976011	0.0212871	0.0131564	0.00884591	0.977998	
4827000	-53135	0.992622	0.00201599	0.00536251	0.0119738	0.983658	0.00436811	0.0672655	0.0016088	0.931126	
4828000	-53168.4	0.995777	0.000851682	0.00337151	0.00831181	0.987751	0.00393696	0.134439	0.0192583	0.846303	
4829000	-53158.2	0.984314	0.0119579	0.00372812	0.00613911	0.993058	0.000802668	0.0194176	0.0124991	0.968083	
4830000	-53107.7	0.982535	0.00672314	0.0107423	0.0270428	0.965713	0.00724459	0.000637768	0.0809564	0.918406	
4831000	-53101.5	0.970029	0.00988805	0.0200828	0.0107842	0.976506	0.0127095	0.0175087	0.00968	0.972811	
4832000	-53094.1	0.936886	0.0456435	0.017471	0.00998168	0.971231	0.0187872	0.0468047	0.00248957	0.950706	
4833000	-53089.7	0.993325	0.000660492	0.00601498	0.00860089	0.988264	0.00313556	0.00335564	0.0784029	0.918241	
4834000	-53092.9	0.992103	0.000656084	0.00724118	0.00318873	0.994823	0.00198838	0.0827505	0.0492507	0.867999	
4835000	-53084.3	0.990753	0.00624334	0.00300326	0.0140351	0.973074	0.0128913	0.00446404	0.0163042	0.979232	
4836000	-53089.3	0.99014	0.00489199	0.00496758	0.0113493	0.977059	0.0115915	0.0146588	0.015571	0.96977	
