State	LogProb	m[0][0]	m[0][1]	m[0][2]	m[1][0]	m[1][1]	m[1][2]	m[2][0]	m[2][1]	m[2][2]	
223000	-53231.5	0.96171	0.0336103	0.0046793	0.0225	0.964945	0.0125555	0.0680037	0.0401267	0.89187	
224000	-53237.5	0.985352	0.00726214	0.00738602	0.00661784	0.992367	0.00101523	0.0774914	0.034469	0.88804	
225000	-53222	0.984499	0.00656521	0.00893619	0.00480813	0.97355	0.0216417	0.00879308	0.0520423	0.939165	
226000	-53222.3	0.985832	0.00866787	0.00550032	0.00331045	0.982907	0.0137821	0.0206615	0.0509721	0.928366	
227000	-53196.4	0.992913	0.000364827	0.00672249	0.00472506	0.976084	0.0191909	0.00758135	0.00592534	0.986493	
228000	-53192.8	0.996321	0.00194729	0.00173213	0.0214196	0.960383	0.0181975	0.0462462	0.0282557	0.925498	
229000	-53192	0.981933	0.001097	0.0169695	0.00519389	0.993896	0.00090986	0.0749025	0.020698	0.904399	
230000	-53166.9	0.991537	0.00656483	0.00189853	0.0115576	0.981968	0.00647453	0.00956358	0.00857848	0.981858	
231000	-53179.5	0.962294	0.0024985	0.0352071	0.0300402	0.948636	0.0213241	0.0558725	0.0126692	0.931458	
232000	-53150.8	0.996653	0.000875009	0.00247225	0.0105819	0.985202	0.00421582	0.0103909	0.0865911	0.903018	
233000	-53136.8	0.981444	0.0185013	5.46117e-05	0.0111989	0.988662	0.00013918	0.0356624	0.013154	0.951184	
234000	-53129.7	0.985528	0.00871879	0.00575277	0.0206576	0.977348	0.00199392	0.0455602	0.0405851	0.913855	
235000	-53132.1	0.953773	0.00214707	0.0440798	0.00445191	0.986688	0.00886039	0.00475961	0.104846	0.890394	
236000	-53159.7	0.96891	0.021894	0.00919617	0.00846134	0.9841	0.0074388	0.0222544	0.0355941	0.942151	
237000	-53097	0.984734	0.00581625	0.00944994	0.00531333	0.971473	0.0232137	0.0101452	0.0381924	0.951662	
238000	-53110.9	0.986063	0.0125329	0.0014036	0.0104752	0.981813	0.00771172	0.0107382	0.00239738	0.986864	
239000	-53111.9	0.966155	0.0168945	0.0169504	0.00942718	0.98514	0.0054324	0.00297817	0.0771365	0.919885	
240000	-53105.8	0.977957	0.0068758	0.0151673	0.0115392	0.98834	0.00012034	0.0276172	0.0913901	0.880993	
241000	-53154.4	0.993116	0.00551372	0.0013703	0.00458743	0.995077	0.000335833	0.0342501	0.00409373	0.961656	
242000	-53184.9	0.975545	0.0158878	0.00856706	0.00841759	0.98878	0.00280288	0.0479943	0.00166755	0.950338	
243000	-53170.2	0.974422	0.00199901	0.0235795	0.00432347	0.980715	0.0149618	0.00588698	0.0265955	0.967518	
244000	-53184.7	0.994283	0.00269848	0.00301864	0.0292691	0.943997	0.0267335	0.0694174	0.00636449	0.924218	
245000	-53161.3	0.978368	0.0185754	0.00305611	0.00564603	0.984167	0.0101875	0.000740598	0.050557	0.948702	
246000	-53134.2	0.991503	0.00282044	0.00567684	0.010649	0.987133	0.0022184	0.00822683	0.0194238	0.972349	
247000	-53163.7	0.907723	0.0195783	0.0726987	0.00987052	0.9859	0.00422987	0.0121338	0.0650958	0.92277	
248000	-53150.7	0.990581	0.006474	0.00294548	0.0251152	0.967837	0.00704812	0.0129319	0.019509	0.967559	
249000	-53105.7	0.991835	0.0055484	0.00261628	0.00400954	0.978413	0.0175772	0.00992877	0.00795865	0.982113	
250000	-53062.2	0.980703	0.0141488	0.00514868	0.000566573	0.992253	0.00718018	0.0554152	0.0172939	0.927291	
251000	-53080.5	0.995664	0.00130267	0.00303299	0.0139214	0.98254	0.00353856	0.00867276	0.0230237	0.968304	
252000	-53112.2	0.960672	0.0206068	0.0187212	0.00104066	0.995402	0.00355743	0.0277142	0.00484963	0.967436	
253000	-53107	0.992091	0.00721293	0.000695849	0.0063805	0.988962	0.00465729	0.0534989	0.0108695	0.935632	
254000	-53094.9	0.987161	0.00840994	0.00442929	0.00805115	0.988641	0.00330795	0.0876676	0.000728146	0.911604	
255000	-53107	0.979331	0.000742202	0.0199272	0.00112282	0.983586	0.0152911	0.11242	0.0115695	0.876011	
256000	-53112.1	0.986621	0.00137849	0.0120003	0.0211143	0.965572	0.0133137	0.000741233	0.125082	0.874177	
257000	-53095.3	0.989881	0.00647008	0.0036486	0.00138653	0.992045	0.00656885	0.000574561	0.026096	0.973329	
258000	-53113.4	0.978174	0.00221277	0.0196128	0.013419	0.982535	0.00404642	0.0308517	0.0245904	0.944558	
259000	-53090.3	0.983153	0.00337072	0.0134762	0.00458774	0.981908	0.0135044	0.00621534	0.0255885	0.968196	
260000	-53070.6	0.982846	0.00688476	0.0102692	0.0112457	0.985821	0.00293321	0.00846155	0.0600209	0.931518	
261000	-53142.3	0.983896	0.0121386	0.00396547	0.02047	0.972972	0.00655765	0.0190651	0.0331324	0.947803	
262000	-53129.7	0.969457	0.0191307	0.0114123	0.0113483	0.981987	0.00666482	0.0184709	0.0295536	0.951975	
263000	-53100.5	0.99432	0.000660438	0.00501928	0.0108396	0.98845	0.000710643	0.0585246	0.0100336	0.931442	
264000	-53093.8	0.982746	0.00692981	0.0103245	0.00930315	0.966796	0.0239009	0.0248294	0.0689584	0.906212	
265000	-53075.8	0.990479	0.00650266	0.00301851	0.00021624	0.995469	0.00431481	0.047751	0.0148502	0.937399	
266000	-53068.8	0.990867	0.000740019	0.00839279	0.00132992	0.994939	0.00373146	0.00686988	0.0138616	0.979269	
267000	-53096.7	0.972926	0.00685378	0.0202207	0.0200208	0.974076	0.00590286	0.0243947	0.0112588	0.964347	
268000	-53106.8	0.989237	0.00985004	0.000912917	0.00378735	0.967652	0.0285611	0.0848884	0.027311	0.887801	
269000	-53118.8	0.994975	0.00321474	0.00181001	0.0026521	0.945743	0.0516048	0.0277451	0.0408064	0.931449	
270000	-53108.8	0.983587	0.0119402	0.00447314	0.00393006	0.986856	0.00921392	0.0106831	0.0816896	0.907627	
271000	-53106.2	0.991862	0.00549825	0.00264017	0.00340019	0.973657	0.0229428	0.00664633	0.0246521	0.968702	
272000	-53124.9	0.993195	0.00179202	0.00501295	0.00553997	0.962541	0.0319194	0.0719307	0.00296959	0.9251	
273000	-53114	0.984737	0.00827432	0.00698862	0.000948464	0.998659	0.000392857	0.0153412	0.0661563	0.918503	
274000	-53115.3	0.98971	0.00435176	0.00593794	0.0124582	0.978582	0.00895987	0.0213258	0.0521335	0.926541	
275000	-53091.4	0.99091	0.00765761	0.00143223	0.000607421	0.998909	0.000483098	0.0335186	0.0288359	0.937645	
276000	-53106.7	0.970243	0.00663302	0.0231243	0.00596497	0.979214	0.0148214	0.0266956	0.0351577	0.938147	
277000	-53094.9	0.99017	0.00310043	0.00672977	0.0017181	0.980482	0.0177997	0.0601786	0.0390636	0.900758	
278000	-53048.7	0.984701	9.96813e-05	0.0151995	0.00105952	0.993311	0.00562901	0.026273	0.0549096	0.918817	
279000	-53026.8	0.987474	0.00901675	0.00350889	0.0120946	0.987809	9.65106e-05	0.038716	0.00598031	0.955304	
280000	-53043.8	0.968002	0.0105902	0.0214078	0.00205718	0.99423	0.00371319	0.0103691	0.0436774	0.945954	
281000	-53064.9	0.990364	0.0064834	0.00315233	0.00143886	0.971564	0.026997	0.00535896	0.0266487	0.967992	
282000	-53070.1	0.976267	0.0184126	0.00532069	0.00416297	0.993752	0.00208458	0.0225915	0.0132928	0.964116	
283000	-53068.6	0.993401	0.000395509	0.00620302	0.00496608	0.981686	0.0133482	0.0720162	0.0569116	0.871072	
284000	-53067.1	0.982505	0.00885314	0.00864208	0.0114216	0.92616	0.0624184	0.0234284	0.000498512	0.976073	
285000	-53076.2	0.984995	0.00106907	0.0139356	0.00817771	0.962166	0.0296567	0.0352624	0.0254313	0.939306	
286000	-53083.6	0.980644	0.0172683	0.00208728	0.00178272	0.992513	0.00570446	0.0584364	0.0995157	0.842048	
287000	-53090.3	0.978077	0.00751247	0.0144106	0.00541205	0.991717	0.002871	0.00291962	0.00198678	0.995094	
288000	-53074.9	0.965167	0.00936029	0.0254728	0.00167075	0.993152	0.00517679	0.0347747	0.00366252	0.961563	
289000	-53072.7	0.979681	0.00275419	0.0175651	0.0116206	0.959599	0.0287802	0.016195	0.0788285	0.904976	
290000	-53027.9	0.994491	0.00512779	0.000381104	0.00494498	0.986997	0.00805783	0.00283462	0.0117022	0.985463	
291000	-53039.2	0.986449	0.0104048	0.00314589	0.003759	0.992908	0.00333339	0.0325412	0.0237989	0.94366	
292000	-53023.4	0.992863	0.00272364	0.00441378	0.00954421	0.985555	0.00490073	0.000283622	0.000261758	0.999455	
293000	-53056.4	0.97201	0.0250742	0.00291593	0.0055489	0.975041	0.0194103	0.0627573	0.0543415	0.882901	
294000	-53025.4	0.991711	0.00676485	0.00152418	0.00463582	0.985385	0.00997907	0.00924001	0.00895507	0.981805	
295000	-53017.2	0.98248	0.0120104	0.00550942	0.0200016	0.977591	0.00240766	0.0181584	0.0167055	0.965136	
296000	-53023.1	0.995385	0.000970039	0.00364519	0.0060316	0.990859	0.00310918	0.0597403	0.0222094	0.91805	
297000	-53053.1	0.975715	0.000428004	0.0238573	0.0134135	0.983513	0.00307384	0.0210849	0.0247027	0.954212	
298000	-53042.9	0.986634	0.0044942	0.00887176	0.00505642	0.97612	0.0188235	0.00364782	0.0317082	0.964644	
299000	-53019.3	0.983307	0.0128268	0.00386641	0.00616808	0.986331	0.0075008	0.00800135	0.00224219	0.989756	
300000	-53056.5	0.992566	0.00492023	0.00251334	0.0084718	0.983398	0.00812975	0.0433223	0.0299969	0.926681	
301000	-53053.6	0.984115	0.0116457	0.00423893	0.00403939	0.985027	0.0109332	0.0592681	0.0103839	0.930348	
302000	-53069.7	0.975105	0.0117177	0.0131774	0.00174529	0.982027	0.0162276	0.0346545	0.0100703	0.955275	
303000	-53047.3	0.992493	0.0017371	0.00577032	0.00233219	0.995622	0.00204557	0.032628	0.0550673	0.912305	
304000	-53017.3	0.994996	0.00328386	0.00172001	0.00740007	0.970531	0.0220688	0.0478228	0.0158458	0.936331	
305000	-52979.2	0.982283	0.00359173	0.0141252	0.000356817	0.991617	0.0080264	0.0127334	0.0132536	0.974013	
306000	-52978.3	0.994647	0.00183078	0.0035226	0.00339504	0.987496	0.00910931	0.0821635	0.0427877	0.875049	
307000	-52971.1	0.988217	0.0084318	0.00335157	0.0140607	0.971967	0.0139728	0.0169186	0.0214654	0.961616	
308000	-53014.6	0.991073	0.00696929	0.00195789	0.00211087	0.991795	0.00609454	0.0347858	0.0199069	0.945307	
309000	-53016.3	0.998258	0.000380641	0.00136183	0.00587094	0.920686	0.0734434	0.00557618	0.0111327	0.983291	
310000	-52993.9	0.982493	0.00935577	0.00815129	0.012626	0.98399	0.00338405	0.0724718	0.0587613	0.868767	
311000	-52983.6	0.985872	0.0128524	0.00127594	0.00434441	0.988668	0.00698787	0.0162327	0.0375475	0.94622	
312000	-52976.1	0.976714	0.00607157	0.0172149	0.0119771	0.987688	0.000334622	0.00478479	0.00564023	0.989575	
313000	-53017.6	0.979214	0.00723133	0.0135551	0.00787988	0.981292	0.0108279	0.00741698	0.0257109	0.966872	
314000	-53020.9	0.993763	0.000519081	0.00571765	0.033382	0.952485	0.0141326	0.0743951	0.00789841	0.917707	
315000	-53000.4	0.987709	0.0114199	0.000870995	0.0028896	0.98216	0.0149507	0.0176285	0.0263706	0.956001	
316000	-52977.8	0.982094	0.00257325	0.0153332	0.0094186	0.975234	0.015347	0.014626	0.029602	0.955772	
317000	-52986.5	0.979918	0.00939985	0.0106825	0.00231278	0.948002	0.0496856	0.000295887	0.0310108	0.968693	
318000	-52960.3	0.99309	0.0026683	0.00424174	0.000558094	0.997909	0.00153262	0.011034	0.00095218	0.988014	
319000	-52940.7	0.966583	0.0100314	0.023386	0.00113342	0.996352	0.00251421	0.000140435	0.04794	0.95192	
320000	-52927.7	0.975095	0.00702996	0.0178747	0.0196857	0.971132	0.00918276	0.0152213	0.117229	0.86755	
321000	-52971.8	0.979667	0.0024772	0.0178563	0.0181491	0.956492	0.0253587	0.0504963	0.0227307	0.926773	
322000	-53006.5	0.957754	0.019446	0.0227996	0.00785948	0.989721	0.00241999	0.0450187	0.0416826	0.913299	
323000	-53018.7	0.986955	0.00439229	0.00865312	0.0110627	0.986512	0.00242499	0.0171563	0.00836788	0.974476	
324000	-53004.3	0.996547	0.00226971	0.00118368	0.00318912	0.994575	0.00223596	0.0065264	0.0697683	0.923705	
325000	-53009.8	0.989839	0.00849638	0.00166512	0.00995199	0.984477	0.00557126	0.0236329	0.0832871	0.89308	
326000	-53007.1	0.992329	0.00633113	0.00134028	0.00384685	0.991502	0.00465146	0.045814	0.0491681	0.905018	
327000	-53012.8	0.994397	0.00358863	0.00201437	0.00552717	0.981205	0.0132678	0.0281811	0.0332645	0.938554	
328000	-53032.6	0.966546	0.0190676	0.0143859	0.000378978	0.970767	0.0288543	0.0161431	0.0348635	0.948993	
329000	-53033.7	0.987206	0.000683646	0.0121103	0.000183353	0.993389	0.00642749	0.0317873	0.00016219	0.968051	
330000	-53036.1	0.967881	0.0311799	0.000938976	0.0243997	0.972875	0.00272524	0.00900264	0.0964294	0.894568	
331000	-52999.4	0.995829	0.000117672	0.00405295	0.000306279	0.99755	0.00214358	0.0121841	0.0250707	0.962745	
332000	-52979.8	0.98563	0.00533571	0.00903408	0.0098998	0.986143	0.00395675	0.0346671	0.00980737	0.955526	
333000	-52973.3	0.985349	0.000309397	0.0143412	0.00786787	0.989752	0.00238045	0.00247904	0.0230164	0.974505	
334000	-53014.7	0.961081	0.00191031	0.037009	0.00516708	0.966605	0.0282276	0.022873	0.0189352	0.958192	
335000	-53031	0.954615	0.0204796	0.0249052	0.0102861	0.987068	0.00264619	0.0202054	0.0190109	0.960784	
336000	-53025.9	0.978724	0.0193465	0.0019294	0.0167053	0.977954	0.00534078	0.0367041	0.0346245	0.928671	
337000	-53009.8	0.973061	0.00992705	0.0170117	0.00157235	0.998011	0.000416983	0.00817585	0.000762579	0.991062	
338000	-53023.2	0.954275	0.045262	0.000462933	0.00928428	0.988153	0.00256228	0.0475913	0.000469427	0.951939	
339000	-53056.8	0.98842	0.0024481	0.00913204	0.000936028	0.991913	0.00715091	0.0411621	0.0123933	0.946445	
340000	-53073.2	0.950997	0.00763293	0.0413699	0.00931885	0.981849	0.00883175	0.0452064	0.0575225	0.897271	
341000	-53057	0.98868	0.00712566	0.00419384	0.0326495	0.962958	0.00439295	0.0953905	0.0290243	0.875585	
342000	-53045.5	0.989433	0.0039225	0.00664494	0.00896394	0.989559	0.00147666	0.0156865	0.0244946	0.959819	
343000	-53054.3	0.976439	0.0111412	0.0124195	0.0205719	0.964407	0.0150215	0.0128225	0.0171557	0.970022	
344000	-53066.1	0.986457	0.00636536	0.00717781	0.0152215	0.966497	0.0182811	0.0236863	0.0228589	0.953455	
345000	-53043.6	0.965203	0.00296786	0.0318292	0.00294288	0.980116	0.0169416	0.0129529	0.00797429	0.979073	
346000	-53047.1	0.977637	0.0187438	0.00361928	0.00186576	0.997742	0.000392548	0.0410248	0.0254239	0.933551	
347000	-53017	0.987854	0.011253	0.000892744	0.000374013	0.997185	0.00244096	0.00916409	0.0391115	0.951724	
348000	-53055.7	0.970867	0.00874446	0.0203885	0.0143757	0.983089	0.00253567	0.00508012	0.00668944	0.98823	
349000	-53090.7	0.991084	0.000194224	0.00872147	0.00415184	0.985099	0.0107492	0.085877	0.0119872	0.902136	
350000	-53083.3	0.969374	0.0217945	0.00883148	0.0151172	0.962428	0.0224547	0.0333311	0.0373329	0.929336	
351000	-53057.1	0.975346	0.0161967	0.00845728	0.0136111	0.980317	0.00607178	0.0240822	0.0605949	0.915323	
352000	-53037	0.979237	0.0182413	0.00252181	0.00800397	0.98648	0.00551559	0.0932929	0.00482929	0.901878	
353000	-53003.2	0.980277	0.00479431	0.0149286	0.00208006	0.994507	0.00341263	0.0905063	0.00540535	0.904088	
354000	-53064.8	0.978944	0.00928814	0.0117681	0.00143983	0.989022	0.00953859	0.0413489	0.0061196	0.952531	
355000	-53073	0.964936	0.0149476	0.020116	0.00234506	0.996123	0.00153151	0.00561488	0.00224675	0.992138	
356000	-53036	0.985772	0.00260729	0.0116209	0.0215523	0.977847	0.000600682	0.0300954	0.0624952	0.907409	
357000	-53057.6	0.984738	0.00561784	0.00964388	0.00436848	0.995208	0.000423638	0.0124282	0.0688326	0.918739	
358000	-53054.6	0.986572	0.00842473	0.00500315	0.0145672	0.980652	0.00478057	0.00552669	0.0151604	0.979313	
359000	-53027.6	0.996856	0.000363455	0.00278097	0.00190702	0.990319	0.00777389	0.00342446	0.0104252	0.98615	
360000	-53047.6	0.991187	0.00490288	0.00391061	0.0178967	0.971825	0.0102784	0.0455614	0.00836856	0.94607	
361000	-53044.8	0.964	0.0273304	0.00866951	0.000722081	0.998196	0.00108213	0.00550115	0.0513371	0.943162	
362000	-53074.1	0.997666	0.00220296	0.000130769	0.0140893	0.970441	0.0154696	0.00154216	0.0157553	0.982703	
363000	-53062.9	0.987922	0.00215384	0.00992419	0.00527179	0.972717	0.0220116	0.024029	0.041526	0.934445	
364000	-53090.4	0.992102	0.000500538	0.00739777	0.00312098	0.98023	0.0166494	0.0244195	0.103536	0.872044	
365000	-53073.1	0.978919	0.00693084	0.0141505	0.00228215	0.984339	0.013379	0.0324585	0.00121148	0.96633	
366000	-53112.2	0.969864	0.0225571	0.00757908	0.00156902	0.996684	0.00174693	0.00887662	0.00951792	0.981605	
367000	-53125.8	0.969461	0.0230235	0.00751548	0.00351555	0.99321	0.00327435	0.000734609	0.0215249	0.97774	
368000	-53110.7	0.975172	0.0240814	0.000746627	0.00886392	0.981919	0.00921674	0.0693944	0.0214899	0.909116	
369000	-53157.1	0.983005	0.0149744	0.00202031	0.00142994	0.98623	0.0123405	0.063484	0.00462051	0.931896	
370000	-53163.6	0.974354	0.0107536	0.0148924	0.0114252	0.981068	0.00750681	0.00625204	0.00841478	0.985333	
371000	-53148	0.97233	0.00206588	0.0256039	0.0282674	0.969742	0.00199047	0.00350232	0.0166745	0.979823	
372000	-53156.8	0.970161	0.00611489	0.0237245	0.000375768	0.991947	0.00767758	0.0173057	0.00242742	0.980267	
373000	-53121.7	0.96378	0.0116984	0.024522	0.00598431	0.986441	0.00757491	0.0148992	0.0239265	0.961174	
374000	-53108.4	0.973201	0.0249882	0.0018104	0.00709738	0.98251	0.010393	0.0513946	0.0320438	0.916562	
375000	-53098	0.995142	0.00311388	0.00174462	0.00153059	0.995608	0.00286191	0.0518173	0.0496063	0.898576	
376000	-53106.6	0.985552	0.000774084	0.013674	0.00219303	0.993669	0.00413755	0.032581	0.0163056	0.951113	
377000	-53112	0.987927	0.00711903	0.00495423	0.000290659	0.990645	0.00906472	0.0170115	0.081284	0.901704	
378000	-53073.1	0.989535	0.00541101	0.00505376	0.00292773	0.99374	0.00333261	0.0251742	0.0282912	0.946535	
379000	-53075.3	0.969396	0.0300453	0.000558659	0.0266463	0.972979	0.00037486	0.0370719	0.0309161	0.932012	
380000	-53071.2	0.982899	0.008286	0.00881495	0.00638151	0.992193	0.00142503	0.00216742	0.000848129	0.996984	
381000	-53046.6	0.993109	0.00493446	0.00195624	0.00200085	0.994645	0.0033544	0.0635132	0.0332331	0.903254	
382000	-53054.9	0.98746	0.0073128	0.00522726	0.000596309	0.983792	0.0156113	0.00895481	0.000146343	0.990899	
383000	-53126.8	0.990008	0.00402983	0.00596197	0.00975733	0.987391	0.00285217	0.0634388	0.00134586	0.935215	
384000	-53094.9	0.976782	0.0207254	0.00249254	0.00510068	0.991538	0.00336112	0.0205055	0.00397809	0.975516	
385000	-53123.6	0.997783	0.000579569	0.00163792	0.0131498	0.971375	0.0154751	7.98634e-06	0.149131	0.850861	
386000	-53119.1	0.994466	0.00267471	0.00285972	0.000266099	0.995565	0.00416874	0.0326629	0.0129359	0.954401	
387000	-53115.9	0.976263	0.0069395	0.0167979	0.00286771	0.987847	0.00928515	0.0375222	0.0158899	0.946588	
388000	-53090.8	0.987007	0.00549834	0.00749466	0.00253003	0.996067	0.00140338	0.00177877	0.0191132	0.979108	
389000	-53079.9	0.97077	0.0237846	0.00544569	0.00198039	0.987198	0.0108219	0.0117699	0.0111305	0.9771	
390000	-53061.8	0.989132	0.00477981	0.00608836	0.0133739	0.9751	0.0115259	0.040395	0.0111565	0.948449	
391000	-53088.1	0.985245	0.0107923	0.00396301	0.000540004	0.972048	0.0274121	0.00177162	0.00322357	0.995005	
392000	-53101.6	0.985359	0.013319	0.00132237	0.00116167	0.990384	0.00845473	0.143437	0.0052233	0.85134	
393000	-53050.3	0.990457	0.00425704	0.00528612	0.00322619	0.996533	0.00024035	0.0087838	0.00575848	0.985458	
394000	-53077.2	0.960452	0.019551	0.0199966	0.0139827	0.975466	0.0105513	0.0151995	0.0270594	0.957741	
395000	-53066.5	0.978541	0.000823446	0.0206355	0.0121479	0.971243	0.0166093	0.0204337	0.058661	0.920905	
396000	-53029.9	0.991516	0.0062275	0.00225658	0.00491608	0.981299	0.0137851	0.019016	0.0203788	0.960605	
397000	-53049.2	0.976026	0.0117498	0.0122239	0.0138973	0.984569	0.00153319	0.0241986	0.0601296	0.915672	
398000	-53016.8	0.984126	0.00318161	0.0126919	0.0119617	0.987719	0.000318957	0.0224561	0.0229639	0.95458	
399000	-53000.2	0.993532	0.00517567	0.00129266	0.0024105	0.987877	0.00971203	0.00647269	0.066877	0.92665	
400000	-53037.8	0.979252	0.00421965	0.0165284	0.0107329	0.986824	0.00244307	0.0609224	0.0207791	0.918298	
401000	-53034.3	0.992945	4.75347e-05	0.00700697	0.00537514	0.988253	0.00637167	0.00807186	0.0375193	0.954409	
402000	-53033.9	0.981807	0.00661363	0.0115789	0.0131561	0.985159	0.00168485	0.0128431	0.0900077	0.897149	
403000	-53038.3	0.971469	0.0155435	0.0129872	0.011814	0.978144	0.0100419	0.0025849	0.0233482	0.974067	
404000	-53022.1	0.988626	0.011085	0.000288912	0.00710631	0.983004	0.00989011	0.0165086	0.0324542	0.951037	
405000	-53025.9	0.979036	0.0106976	0.0102664	0.0301748	0.965975	0.00385034	0.168705	0.0259153	0.805379	
406000	-53045	0.977413	0.00392694	0.0186606	0.00106536	0.99166	0.00727479	0.0385147	0.0894228	0.872063	
407000	-53059.2	0.966086	0.00601302	0.0279008	0.00891563	0.987347	0.00373771	0.00273502	0.042457	0.954808	
408000	-53080.9	0.958883	0.0013713	0.0397457	0.0166368	0.981862	0.00150079	0.0164238	0.00456075	0.979015	
409000	-53082.2	0.983043	0.0160066	0.000950482	0.00173855	0.977459	0.0208028	0.0916226	0.0592722	0.849105	
410000	-53106.8	0.984274	0.00213671	0.0135896	0.000665763	0.99603	0.00330426	0.00850631	0.0344611	0.957033	
411000	-53083.1	0.966742	0.00139241	0.0318652	0.000580395	0.995285	0.00413476	0.00173098	0.0198325	0.978436	
412000	-53093.8	0.972598	0.0273588	4.28065e-05	0.0132798	0.986709	1.11095e-05	0.00205591	0.0750997	0.922844	
413000	-53099.6	0.985263	0.00892924	0.0058074	0.00227472	0.98684	0.0108857	0.150924	0.000309545	0.848766	
414000	-53093.3	0.980505	0.0173815	0.0021139	0.00613256	0.990642	0.00322563	0.0433107	0.0682893	0.8884	
415000	-53110.5	0.99047	0.000486929	0.0090435	0.004813	0.98216	0.0130271	0.0210824	0.0210845	0.957833	
416000	-53102.7	0.996787	0.000163935	0.00304929	0.00216162	0.991593	0.00624492	0.0823302	0.032237	0.885433	
417000	-53079.1	0.983654	0.0051502	0.0111956	0.00274942	0.982179	0.0150716	0.0151667	0.0122527	0.972581	
418000	-53102.5	0.972273	0.00500068	0.0227265	0.00895176	0.966692	0.0243564	0.0314036	0.0329344	0.935662	
419000	-53096	0.986168	9.21461e-05	0.0137396	0.00717247	0.9883	0.00452784	0.022185	0.0256424	0.952173	
420000	-53072.5	0.993406	0.00246389	0.00413026	0.00615672	0.992265	0.00157878	0.0555323	0.0146294	0.929838	
421000	-53031.9	0.980962	0.00625983	0.0127779	0.00527221	0.993241	0.00148706	0.028185	0.021285	0.95053	
422000	-53038.4	0.980631	0.0187858	0.000583612	0.0133282	0.978524	0.00814792	0.00891772	0.000614773	0.990468	
423000	-53032.5	0.975239	0.00828251	0.0164782	0.00518235	0.979239	0.0155791	0.0425673	0.00316065	0.954272	
